Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Ireland,IRL,2012,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,71.7454834
Ireland,IRL,2011,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,71.89431
Ireland,IRL,2010,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,76.17774963
Ireland,IRL,2009,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,77.07170868
Ireland,IRL,2008,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,79.32147217
Ireland,IRL,2007,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,79.23339081
Ireland,IRL,2006,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,77.82533264
Ireland,IRL,2005,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,78.86785126
Ireland,IRL,2004,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,78.91645813
Ireland,IRL,2003,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,78.76317596
Ireland,IRL,2002,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,78.99121857
Ireland,IRL,2001,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,78.43862152
Ireland,IRL,2000,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,77.51446533
Ireland,IRL,2019,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.98130083
Ireland,IRL,2018,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,5.08517361
Ireland,IRL,2017,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,5.15522861
Ireland,IRL,2016,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,5.39948225
Ireland,IRL,2015,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,5.26821184
Ireland,IRL,2014,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,6.77029276
Ireland,IRL,2013,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,7.26879978
Ireland,IRL,2012,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,7.64280462
Ireland,IRL,2011,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,7.67608261
Ireland,IRL,2010,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,8.00348186
Ireland,IRL,2009,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,8.09736061
Ireland,IRL,2008,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,7.22561455
Ireland,IRL,2007,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,6.18444777
Ireland,IRL,2006,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,5.84978437
Ireland,IRL,2005,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,6.03010559
Ireland,IRL,2004,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,5.70013952
Ireland,IRL,2003,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,5.52104282
Ireland,IRL,2002,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,5.27241421
Ireland,IRL,2001,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,5.0174408
Ireland,IRL,2000,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.57660961
Ireland,IRL,2019,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,20.3196125
Ireland,IRL,2018,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,19.84542465
Ireland,IRL,2017,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,19.61961174
Ireland,IRL,2016,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,19.11400795
Ireland,IRL,2015,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,17.97015762
Ireland,IRL,2014,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,17.85513496
Ireland,IRL,2013,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,17.82417679
Ireland,IRL,2012,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,17.98215294
Ireland,IRL,2011,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,16.36509514
Ireland,IRL,2010,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,12.29298592
Ireland,IRL,2009,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,17.17832184
Ireland,IRL,2008,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,17.2526207
Ireland,IRL,2007,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,17.19940948
Ireland,IRL,2006,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,17.2586956
Ireland,IRL,2005,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,18.07162857
Ireland,IRL,2004,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,17.17822647
Ireland,IRL,2003,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,16.71681404
Ireland,IRL,2002,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,15.86836624
Ireland,IRL,2001,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,15.43461227
Ireland,IRL,2000,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,14.81059074
Ireland,IRL,2019,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,4048.53417253
Ireland,IRL,2018,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,4065.23517923
Ireland,IRL,2017,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3656.44117517
Ireland,IRL,2016,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3424.568101
Ireland,IRL,2015,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3284.60896672
Ireland,IRL,2014,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3784.5730749
Ireland,IRL,2013,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3761.5351061
Ireland,IRL,2012,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3746.5812745
Ireland,IRL,2011,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3996.09913216
Ireland,IRL,2010,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3910.55039097
Ireland,IRL,2009,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,4241.16935267
Ireland,IRL,2008,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,4472.76311394
Ireland,IRL,2007,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3849.66909269
Ireland,IRL,2006,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3227.519565
Ireland,IRL,2005,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3105.96676879
Ireland,IRL,2004,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2748.78681208
Ireland,IRL,2003,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2292.74260723
Ireland,IRL,2002,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1738.08906564
Ireland,IRL,2001,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1430.51244155
Ireland,IRL,2000,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1212.97553375
Ireland,IRL,2019,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,4482.18867114
Ireland,IRL,2018,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,4350.8552215
Ireland,IRL,2017,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,4074.37474199
Ireland,IRL,2016,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,3895.08949309
Ireland,IRL,2015,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,3656.23824948
Ireland,IRL,2014,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,3478.15814046
Ireland,IRL,2013,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,3491.28611249
Ireland,IRL,2012,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,3542.95441472
Ireland,IRL,2011,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,3452.56605961
Ireland,IRL,2010,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,3474.99494008
Ireland,IRL,2009,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,3376.27070294
Ireland,IRL,2008,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,3220.0160673
Ireland,IRL,2007,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2929.22276538
Ireland,IRL,2006,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2624.18874302
Ireland,IRL,2005,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2467.68687847
Ireland,IRL,2004,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2227.6896285
Ireland,IRL,2003,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2016.86866231
Ireland,IRL,2002,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,1871.83029497
Ireland,IRL,2001,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,1647.95147801
Ireland,IRL,2000,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,1391.88318359
Ireland,IRL,2019,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,11.71556568
Ireland,IRL,2018,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,12.02261448
Ireland,IRL,2017,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,12.60849857
Ireland,IRL,2016,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,12.79483604
Ireland,IRL,2015,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,13.21329498
Ireland,IRL,2014,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,14.30979824
Ireland,IRL,2013,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,14.29011631
Ireland,IRL,2012,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,13.89555645
Ireland,IRL,2011,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,13.89269829
Ireland,IRL,2010,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,13.79563618
Ireland,IRL,2009,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,12.70052814
Ireland,IRL,2008,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,11.86308861
Ireland,IRL,2007,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,11.57123661
Ireland,IRL,2006,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,13.92956257
Ireland,IRL,2005,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,13.55300426
Ireland,IRL,2004,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,12.21867085
Ireland,IRL,2003,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,13.14827919
Ireland,IRL,2002,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,10.46707439
Ireland,IRL,2001,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,10.64706802
Ireland,IRL,2000,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,12.11709023
Ireland,IRL,2019,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,635.98991741
Ireland,IRL,2018,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,659.34672711
Ireland,IRL,2017,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,631.71807755
Ireland,IRL,2016,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,602.53040412
Ireland,IRL,2015,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,602.70974772
Ireland,IRL,2014,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,762.709448
Ireland,IRL,2013,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,761.46024027
Ireland,IRL,2012,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,725.63215354
Ireland,IRL,2011,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,772.19735004
Ireland,IRL,2010,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,708.19275268
Ireland,IRL,2009,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,698.89573446
Ireland,IRL,2008,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,668.93341302
Ireland,IRL,2007,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,562.20532287
Ireland,IRL,2006,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,577.67737874
Ireland,IRL,2005,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,533.74320938
Ireland,IRL,2004,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,425.59593704
Ireland,IRL,2003,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,382.73749644
Ireland,IRL,2002,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,230.31304812
Ireland,IRL,2001,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,194.17428306
Ireland,IRL,2000,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,189.61275746
Ireland,IRL,2019,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,704.11331146
Ireland,IRL,2018,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,705.67187972
Ireland,IRL,2017,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,703.92385818
Ireland,IRL,2016,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,685.31557181
Ireland,IRL,2015,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,670.90191109
Ireland,IRL,2014,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,700.95728708
Ireland,IRL,2013,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,706.75282487
Ireland,IRL,2012,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,686.19401356
Ireland,IRL,2011,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,667.16622234
Ireland,IRL,2010,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,629.31454299
Ireland,IRL,2009,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,556.37042439
Ireland,IRL,2008,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,481.57621653
Ireland,IRL,2007,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,427.78342525
Ireland,IRL,2006,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,469.69025094
Ireland,IRL,2005,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,424.05834071
Ireland,IRL,2004,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,344.91421841
Ireland,IRL,2003,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,336.68465882
Ireland,IRL,2002,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,248.03501117
Ireland,IRL,2001,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,223.68892955
Ireland,IRL,2000,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,217.57966353
Ireland,IRL,2019,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,25.42202377
Ireland,IRL,2018,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,25.87392616
Ireland,IRL,2017,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,27.02087784
Ireland,IRL,2016,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,27.27870941
Ireland,IRL,2015,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,27.99103165
Ireland,IRL,2014,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,28.99466705
Ireland,IRL,2013,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,29.40829468
Ireland,IRL,2012,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,28.25457191
Ireland,IRL,2011,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,28.10568428
Ireland,IRL,2010,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,23.82224655
Ireland,IRL,2009,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,22.92829323
Ireland,IRL,2008,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,20.67852402
Ireland,IRL,2007,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,20.7666111
Ireland,IRL,2006,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,22.17466927
Ireland,IRL,2005,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,21.13214874
Ireland,IRL,2004,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,21.08354759
Ireland,IRL,2003,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,21.23682404
Ireland,IRL,2002,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,21.00878525
Ireland,IRL,2001,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,21.56137848
Ireland,IRL,2000,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,22.48553467
Ireland,IRL,2019,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1380.05728387
Ireland,IRL,2018,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1418.98327729
Ireland,IRL,2017,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1353.81517027
Ireland,IRL,2016,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1284.60034874
Ireland,IRL,2015,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1276.77984759
Ireland,IRL,2014,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1545.41006734
Ireland,IRL,2013,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1567.04435522
Ireland,IRL,2012,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1475.46632319
Ireland,IRL,2011,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1562.19732776
Ireland,IRL,2010,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1222.9041589
Ireland,IRL,2009,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1261.71814863
Ireland,IRL,2008,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1166.01633616
Ireland,IRL,2007,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1008.97589269
Ireland,IRL,2006,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,919.61296213
Ireland,IRL,2005,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,832.2244064
Ireland,IRL,2004,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,734.37378517
Ireland,IRL,2003,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,618.18955229
Ireland,IRL,2002,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,462.2683681
Ireland,IRL,2001,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,393.22234752
Ireland,IRL,2000,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,351.86211289
Ireland,IRL,2019,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,1527.88067476
Ireland,IRL,2018,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,1518.67986205
Ireland,IRL,2017,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,1508.55711081
Ireland,IRL,2016,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,1461.09908567
Ireland,IRL,2015,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,1421.23807194
Ireland,IRL,2014,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,1420.2871763
Ireland,IRL,2013,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,1454.45942699
Ireland,IRL,2012,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,1395.27466256
Ireland,IRL,2011,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,1349.71363169
Ireland,IRL,2010,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,1086.69761018
Ireland,IRL,2009,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,1004.41686392
Ireland,IRL,2008,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,839.434426
Ireland,IRL,2007,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,767.73226047
Ireland,IRL,2006,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,747.70669381
Ireland,IRL,2005,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,661.20129431
Ireland,IRL,2004,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,595.15596389
Ireland,IRL,2003,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,543.8059778
Ireland,IRL,2002,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,497.83866254
Ireland,IRL,2001,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,452.99245918
Ireland,IRL,2000,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,403.75996403
Ireland,IRL,2021,Net migration,SM.POP.NETM,15320
Ireland,IRL,2020,Net migration,SM.POP.NETM,15320
Ireland,IRL,2019,Net migration,SM.POP.NETM,29113
Ireland,IRL,2018,Net migration,SM.POP.NETM,33647
Ireland,IRL,2017,Net migration,SM.POP.NETM,29200
Ireland,IRL,2016,Net migration,SM.POP.NETM,18978
Ireland,IRL,2015,Net migration,SM.POP.NETM,13130
Ireland,IRL,2014,Net migration,SM.POP.NETM,714
Ireland,IRL,2013,Net migration,SM.POP.NETM,-12015
Ireland,IRL,2012,Net migration,SM.POP.NETM,-22002
Ireland,IRL,2011,Net migration,SM.POP.NETM,-26351
Ireland,IRL,2010,Net migration,SM.POP.NETM,-27110
Ireland,IRL,2009,Net migration,SM.POP.NETM,-18556
Ireland,IRL,2008,Net migration,SM.POP.NETM,19349
Ireland,IRL,2007,Net migration,SM.POP.NETM,77427
Ireland,IRL,2006,Net migration,SM.POP.NETM,94996
Ireland,IRL,2005,Net migration,SM.POP.NETM,64192
Ireland,IRL,2004,Net migration,SM.POP.NETM,49526
Ireland,IRL,2003,Net migration,SM.POP.NETM,32763
Ireland,IRL,2002,Net migration,SM.POP.NETM,34478
Ireland,IRL,2001,Net migration,SM.POP.NETM,39480
Ireland,IRL,2000,Net migration,SM.POP.NETM,31230
Ireland,IRL,1999,Net migration,SM.POP.NETM,23375
Ireland,IRL,1998,Net migration,SM.POP.NETM,16726
Ireland,IRL,1997,Net migration,SM.POP.NETM,17948
Ireland,IRL,1996,Net migration,SM.POP.NETM,9856
Ireland,IRL,1995,Net migration,SM.POP.NETM,10186
Ireland,IRL,1994,Net migration,SM.POP.NETM,-2940
Ireland,IRL,1993,Net migration,SM.POP.NETM,-3195
Ireland,IRL,1992,Net migration,SM.POP.NETM,1544
Ireland,IRL,1991,Net migration,SM.POP.NETM,5097
Ireland,IRL,1990,Net migration,SM.POP.NETM,-8183
Ireland,IRL,1989,Net migration,SM.POP.NETM,-28672
Ireland,IRL,1988,Net migration,SM.POP.NETM,-43657
Ireland,IRL,1987,Net migration,SM.POP.NETM,-37837
Ireland,IRL,1986,Net migration,SM.POP.NETM,-20837
Ireland,IRL,1985,Net migration,SM.POP.NETM,-15690
Ireland,IRL,1984,Net migration,SM.POP.NETM,-15026
Ireland,IRL,1983,Net migration,SM.POP.NETM,-14344
Ireland,IRL,1982,Net migration,SM.POP.NETM,-13958
Ireland,IRL,1981,Net migration,SM.POP.NETM,-10264
Ireland,IRL,1980,Net migration,SM.POP.NETM,-2183
Ireland,IRL,1979,Net migration,SM.POP.NETM,2256
Ireland,IRL,1978,Net migration,SM.POP.NETM,15368
Ireland,IRL,1977,Net migration,SM.POP.NETM,14817
Ireland,IRL,1976,Net migration,SM.POP.NETM,14263
Ireland,IRL,1975,Net migration,SM.POP.NETM,14124
Ireland,IRL,1974,Net migration,SM.POP.NETM,14103
Ireland,IRL,1973,Net migration,SM.POP.NETM,14280
Ireland,IRL,1972,Net migration,SM.POP.NETM,14429
Ireland,IRL,1971,Net migration,SM.POP.NETM,6605
Ireland,IRL,1970,Net migration,SM.POP.NETM,-8610
Ireland,IRL,1969,Net migration,SM.POP.NETM,-9924
Ireland,IRL,1968,Net migration,SM.POP.NETM,-11056
Ireland,IRL,1967,Net migration,SM.POP.NETM,-11157
Ireland,IRL,1966,Net migration,SM.POP.NETM,-11943
